omny.fm へのリンク,日付,タイトル,コメント,MC,出演者1,出演者2,出演者3,音源編集,備考・メモ・作業された方のお名前(ハンドルネーム可)
https://omny.fm/shows/asahi/9-ny-1,"Thu, 06 Aug 2020 02:06:00 +0000",#1 ニューヨーク　感染爆発、でも9割が対応支持　NY覆う「戦時の空気」,,神田大介,"藤原学思,ニューヨーク支局",,,,いーむ（em_em000）
https://omny.fm/shows/asahi/9-ny,"Sat, 08 Aug 2020 02:00:00 +0000",#2 ローマ　奔放イタリア、コロナで見せた従順　マフィアのボスも…,,神田大介,"河原田慎一,ローマ支局",,,,いーむ（em_em000）
https://omny.fm/shows/asahi/28bbd9d5-fe0e-4a05-9372-ac0f00342a79,"Sun, 09 Aug 2020 02:00:00 +0000",#3 モスクワ①　医師が事実を訴えると、警察くるロシア　プーチン氏は…,,神田大介,"石橋亮介,モスクワ支局",,,,いーむ（em_em000）
https://omny.fm/shows/asahi/c4b6b21d-f0c6-4bfe-a1ba-ac0f00340718,"Sun, 09 Aug 2020 02:00:00 +0000",#4 モスクワ②　緊急事態宣言、出さないプーチン大統領　抗議もバーチャル,,神田大介,"石橋亮介,モスクワ支局",,,,いーむ（em_em000）
https://omny.fm/shows/asahi/9afa3ecf-29ff-4faa-9bb9-ac0f00345d62,"Sun, 09 Aug 2020 02:01:00 +0000",#5 モスクワ③　実は欧米より制限ゆるかったロシア　日本を見て驚いた,,神田大介,"石橋亮介,モスクワ支局",,,,いーむ（em_em000）
https://omny.fm/shows/asahi/31c79224-3168-409b-bf5c-ac0f00347399,"Mon, 10 Aug 2020 02:00:00 +0000",#6 シンガポール①　ロボット犬がにらんでる　「管理社会」の理詰めコロナ策,,神田大介,"西村宏治,シンガポール支局",,,,いーむ（em_em000）
https://omny.fm/shows/asahi/sim,"Tue, 11 Aug 2020 02:00:00 +0000",#7 シンガポール②　沈黙の飯場、コロナを拡散　政府はSIMカードを配った,,神田大介,"西村宏治,シンガポール支局",,,,いーむ（em_em000）
https://omny.fm/shows/asahi/974dd9f9-94c7-428b-94e6-ac0f00343940,"Wed, 12 Aug 2020 02:00:00 +0000",#8 シンガポール③　状況いいのに評価は…　外から見た日本「もったいない」,,神田大介,"西村宏治,シンガポール支局",,,,いーむ（em_em000）
https://omny.fm/shows/asahi/9-1,"Wed, 19 Aug 2020 01:00:00 +0000",#9 東京オリンピック、本当に開催できる？　「普通に考えたら…」,,神田大介,"稲垣康介,編集委員",,,,いーむ（em_em000）
https://omny.fm/shows/asahi/c8f6bc2a-b2e1-4161-bd6f-ac0f003454e6,"Wed, 19 Aug 2020 23:00:00 +0000",#10 ヨハネスブルク　禁酒、コロナに効果あり？　南アフリカで驚きのデータ,,神田大介,"石原孝,ヨハネスブルク支局",,,,いーむ（em_em000）
https://omny.fm/shows/asahi/92181ca0-5c64-4348-ba9b-ac0f00346c81,"Thu, 20 Aug 2020 22:00:00 +0000",#11 サンパウロ①　感染爆発ブラジル　スラムで見た「超濃厚接触」の不可避,,神田大介,"岡田玄,サンパウロ支局",,,,いーむ（em_em000）
https://omny.fm/shows/asahi/9d8378c2-fb96-4e4d-8b6d-ac0f00343196,"Fri, 21 Aug 2020 22:00:00 +0000",#12 サンパウロ②　暴走「トロピカル・トランプ」　見え隠れする福音派の影,,神田大介,"岡田玄,サンパウロ支局",,,,いーむ（em_em000）
https://omny.fm/shows/asahi/afd2b7c8-6f35-416d-9960-ac0f0034409f,"Sat, 22 Aug 2020 22:00:00 +0000",#13 あのベネズエラ、コロナでどうなった　水さえ出ない病院,,神田大介,"岡田玄,サンパウロ支局",,,,Sachi
https://omny.fm/shows/asahi/14,"Sun, 23 Aug 2020 22:00:00 +0000",#14 小池都知事①　東京アラート、いったい何だった？,,神田大介,"岡戸佑樹,東京都庁取材キャップ",,,,Sachi
https://omny.fm/shows/asahi/15,"Mon, 24 Aug 2020 22:00:00 +0000",#15 小池都知事②　「東京五輪の延期を待っていて、コロナ対応が遅れた」って本当？,,神田大介,"岡戸佑樹,東京都庁取材キャップ",,,,Sachi
https://omny.fm/shows/asahi/16,"Tue, 25 Aug 2020 22:00:00 +0000",#16 小池都知事③　都知事選圧勝の理由、小池氏にとって「都民ファースト」とは,,神田大介,"岡戸佑樹,東京都庁取材キャップ",,,,Sachi
https://omny.fm/shows/asahi/17,"Wed, 26 Aug 2020 22:00:00 +0000",#17 小池都知事④　会見で皮肉連発、本人も認めていた「粛清人事」,,神田大介,"岡戸佑樹,東京都庁取材キャップ",,,,Sachi
https://omny.fm/shows/asahi/18,"Thu, 27 Aug 2020 22:00:00 +0000",#18 小池都知事⑤　人気ぶり、マスコミの責任は　小池氏は首相を狙うのか,,神田大介,"岡戸佑樹,東京都庁取材キャップ",,,,Sachi
https://omny.fm/shows/asahi/75,"Sat, 29 Aug 2020 22:00:00 +0000",読めなかった夫の日記に刻まれていた苦悩、そして最後の一言　被爆44年後の発病,,神田大介,"東郷隆,広島総局",高橋幸子,,,Sachi、神田大介
https://omny.fm/shows/asahi/19-8000,"Sun, 30 Aug 2020 22:00:00 +0000",#19 「アベノマスク」さらに8000万枚　調査報道が暴いた追加計画の闇,,神田大介,"藤山圭,特別報道部",,,,Sachi
https://omny.fm/shows/asahi/20,"Mon, 31 Aug 2020 22:00:00 +0000",#20 「アベノマスク」契約書、隠されていた事実　しどろもどろの答弁,,神田大介,"藤山圭,特別報道部",,,,Sachi
https://omny.fm/shows/asahi/21,"Tue, 01 Sep 2020 22:00:00 +0000",#21 「アベノマスク」外した安倍首相　なぜ政府はこだわり、あきらめたのか,,神田大介,"藤山圭,特別報道部",,,,Sachi
https://omny.fm/shows/asahi/1000-pcr,"Wed, 02 Sep 2020 22:00:00 +0000",#22 武漢①　1000万人PCR、本当に意味があるのか　武漢の答え,,神田大介,"平井良和,瀋陽支局",,,,Sachi
https://omny.fm/shows/asahi/e5327618-1d8a-403e-a81c-ac0f00346602,"Thu, 03 Sep 2020 22:00:00 +0000",#23 武漢②　戻った日常、戻らない笑顔　コロナ後の中国に残った差別,,神田大介,"平井良和,瀋陽支局",,,,Sachi
https://omny.fm/shows/asahi/88e19b94-a314-47d2-ad94-ac0f00341683,"Fri, 04 Sep 2020 22:00:00 +0000",#24 武漢③　コロナ拡大、止められなかった世界　中国に責任はあるか,,神田大介,"平井良和,瀋陽支局",,,,Sachi
https://omny.fm/shows/asahi/25-8,"Sat, 05 Sep 2020 22:00:00 +0000",#25 鳴らない電話、記事に8カ月　調査報道の舞台裏話します,,神田大介,"藤山圭,特別報道部",,,,Sachi
https://omny.fm/shows/asahi/26,"Sun, 06 Sep 2020 22:00:00 +0000",#26 「血で血を洗う選挙」勝った菅義偉氏　創価学会との宿縁,,神田大介,"秋山訓子,編集委員",,,,Sachi
https://omny.fm/shows/asahi/27-pdca,"Mon, 07 Sep 2020 22:00:00 +0000",#27 自分いないと回らない状態に　菅義偉氏の上り詰める手法,,神田大介,"秋山訓子,編集委員",,,,Sachi
https://omny.fm/shows/asahi/67feb2e5-f8b8-4988-80b4-ac0f0033d744,"Tue, 08 Sep 2020 22:00:00 +0000",#28 イスタンブール　コロナ拡大、でも経済止めない　トルコで何が起こったか,,神田大介,"其山史晃,イスタンブール支局",,,,Sachi、神田大介 404:ページがみつかりません→修正済みです(yoshimoto)
https://omny.fm/shows/asahi/58c7c57b-2981-40c8-81cb-ac0f003449ce,"Wed, 09 Sep 2020 22:00:00 +0000",#29 内戦下の国、コロナ禍でどうなるか　シリアの意外な現状,,神田大介,"其山史晃,イスタンブール支局",,,,Sachi、神田大介 404:ページがみつかりません→修正済みです(yoshimoto)
https://omny.fm/shows/asahi/30,"Thu, 10 Sep 2020 22:00:00 +0000",#30 「突然の辞意」報道までの全内幕　官邸記者の一番長い日,,神田大介,"星野典久,官邸キャップ","林尚行,東京経済部長代理",,,Sachi
https://omny.fm/shows/asahi/796a5925-7b66-4b83-a7ef-ac3200cf3ad8,"Fri, 11 Sep 2020 22:00:00 +0000",コロナ感染記　上司が「コロナ、絶対言うな」　退院後も苦悩する元患者,,神田大介,"今村優莉,国際報道部",,,,"Sachi,tainuke 部署を追記しました。"
https://omny.fm/shows/asahi/31,"Sun, 13 Sep 2020 22:00:00 +0000",#31 朝日記者、安倍首相との向き合い方　一度断った単独取材,,神田大介,"星野典久,官邸キャップ","林尚行,東京経済部長代理",,,Sachi
https://omny.fm/shows/asahi/32,"Mon, 14 Sep 2020 22:00:00 +0000",#32 首相の棒読み会見、マスコミの責任　記者クラブって何だ,,神田大介,"星野典久,官邸キャップ","林尚行,東京経済部長代理",,,Sachi
https://omny.fm/shows/asahi/33,"Tue, 15 Sep 2020 22:00:00 +0000",#33 霞が関に広がる恐怖　「けんか師」菅総裁、次に狙う標的,,神田大介,"星野典久,官邸キャップ",,,,Sachi
https://omny.fm/shows/asahi/34,"Wed, 16 Sep 2020 22:00:00 +0000",#34 未婚の母の権利、稲田朋美氏が闘った理由　「保守の人」ではなかったの？,,神田大介,"秋山訓子,編集委員",,,,Sachi
https://omny.fm/shows/asahi/35,"Thu, 17 Sep 2020 21:00:00 +0000",#35 菅政権は「党人派の逆襲」　因縁ある野田聖子氏の処遇の意味は,,神田大介,"秋山訓子,編集委員",,,,Sachi
https://omny.fm/shows/asahi/bfc598af-3884-47be-82cd-ac0f003483a6,"Sat, 19 Sep 2020 22:00:00 +0000",#36 ロンドン①　消えたダイソンの人工呼吸器　イギリス、ちぐはぐコロナ対応,,神田大介,"下司佳代子,ヨーロッパ総局",,,,Sachi、神田大介 404:ページがみつかりません→修正済みです(yoshimoto)
https://omny.fm/shows/asahi/ee1b8352-306e-4bb2-bfe9-ac0f00349566,"Sun, 20 Sep 2020 22:00:00 +0000",#37 ロンドン②　スキャンダル、相次いでいた英国　教授「パンツダウン」,,神田大介,"下司佳代子,ヨーロッパ総局",,,,Sachi、神田大介 404:ページがみつかりません→修正済みです(yoshimoto)
https://omny.fm/shows/asahi/f0df4a95-0b6c-4ce1-b229-ac0f00348d20,"Mon, 21 Sep 2020 22:00:00 +0000",#38 ロンドン③　逆境コロナ、英王室に絶賛　メーガン妃にはブーイングも,,神田大介,"下司佳代子,ヨーロッパ総局",,,,Sachi、神田大介 404:ページがみつかりません→修正済みです(yoshimoto)
https://omny.fm/shows/asahi/39,"Tue, 22 Sep 2020 21:00:00 +0000",#39 中国の生産拠点、奪うベトナム　コロナともう一つの理由,,神田大介,"宋光祐,ハノイ支局長",,,,Sachi
https://omny.fm/shows/asahi/40-1,"Wed, 23 Sep 2020 21:00:00 +0000",#40 マンション1棟、村は丸ごと隔離　独裁はコロナに強い？,,神田大介,"宋光祐,ハノイ支局長",,,,Sachi
https://omny.fm/shows/asahi/41-sns,"Thu, 24 Sep 2020 21:00:00 +0000",#41 技能実習生、脱ニッポン　SNSで拡散する「暴力動画」,,神田大介,"宋光祐,ハノイ支局長",,,,Sachi
https://omny.fm/shows/asahi/42,"Sun, 27 Sep 2020 21:00:00 +0000",#42 ドイツ国会、翻った「旗」の衝撃　政府のコロナ規制に反対するデモで,,神田大介,"野島淳,ベルリン支局長",,,,Sachi
https://omny.fm/shows/asahi/43,"Mon, 28 Sep 2020 21:00:00 +0000",#43 消費減税、次の衆院選の争点か　やったドイツはどうなった,,神田大介,"野島淳,ベルリン支局長",,,,Sachi
https://omny.fm/shows/asahi/44,"Tue, 29 Sep 2020 21:00:00 +0000",#44 ドイツの「おっかさん」引退へ　メルケル首相、後任いる？,,神田大介,"野島淳,ベルリン支局長",,,,Sachi
https://omny.fm/shows/asahi/45,"Wed, 30 Sep 2020 21:00:00 +0000",#45 「無派閥首相」つくったのは派閥　派閥政治ってなんなんだ,,神田大介,"秋山訓子,編集委員",,,,Sachi
https://omny.fm/shows/asahi/46,"Thu, 01 Oct 2020 21:00:00 +0000",#46 新しい立憲民主党、大丈夫？　なんだか新味に欠けるけど,,神田大介,"秋山訓子,編集委員",,,,Sachi
https://omny.fm/shows/asahi/47,"Fri, 02 Oct 2020 21:00:00 +0000",#47 シングルマザーと永田町　思想も忖度も越えた「共感力」,,神田大介,"秋山訓子,編集委員",,,,Sachi
https://omny.fm/shows/asahi/48,"Sun, 04 Oct 2020 21:00:00 +0000",#48 「どす黒い孤独」と菅人事　そして記者は補佐官になった,,神田大介,"秋山訓子,編集委員",,,,Sachi
https://omny.fm/shows/asahi/52,"Mon, 05 Oct 2020 21:00:00 +0000",#49 「最高意思決定機関」で「政治芸術の場」？　自民党総務会とは,,神田大介,"秋山訓子,編集委員",,,,Sachi
https://omny.fm/shows/asahi/50,"Tue, 06 Oct 2020 21:00:00 +0000",#50 「視聴率男」吉村知事の素顔　さわやかさと危うさと,,神田大介,"増田勇介,大阪府庁取材キャップ",,,,Sachi
https://omny.fm/shows/asahi/51,"Wed, 07 Oct 2020 21:00:00 +0000",#51 負けなし維新、大阪都構想の行方　おかんは「変わるのイヤや」,,神田大介,"増田勇介,大阪府庁取材キャップ",,,,Sachi
https://omny.fm/shows/asahi/52-1,"Thu, 08 Oct 2020 21:00:00 +0000",#52 吉村知事が首相になる可能性は？　菅首相と維新、太いパイプなぜ,,神田大介,"高橋福子,大阪社会部",,,,Sachi
https://omny.fm/shows/asahi/53,"Fri, 09 Oct 2020 21:00:00 +0000",#53  トラブル続出、スマホ決済　何が危ない？　どうすればいい？,,神田大介,"栗林史子,東京経済部",,,,Sachi
https://omny.fm/shows/asahi/54,"Sat, 10 Oct 2020 21:00:00 +0000",#54 ノーベル賞報道の舞台裏　実は、あのおさげ髪の少女も…,,神田大介,"下司佳代子,欧州総局",,,,Sachi
https://omny.fm/shows/asahi/55,"Sun, 11 Oct 2020 21:00:00 +0000",#55 石破茂氏出演　それでもまだ、次の総裁選に出るんですか？　直接聞いた,,神田大介,"松山尚幹,政治部","石破茂,衆議院議員",,,Sachi
https://omny.fm/shows/asahi/56,"Mon, 12 Oct 2020 21:00:00 +0000",#56 びっしり本棚とコンビニ弁当　石破茂氏に足りないものとは？,,神田大介,"松山尚幹,政治部",,,,Sachi
https://omny.fm/shows/asahi/57,"Tue, 13 Oct 2020 21:00:00 +0000",#57 岸田文雄氏出演　安倍氏禅譲のはしご、なぜ外された？,,神田大介,"西村圭史,政治部","岸田文雄,衆議院議員",,,Sachi
https://omny.fm/shows/asahi/58,"Wed, 14 Oct 2020 21:00:00 +0000",#58 突然の敬語チェンジ、なぜ　岸田文雄氏の実像に迫る,,神田大介,"西村圭史,政治部",,,,Sachi
https://omny.fm/shows/asahi/59,"Thu, 15 Oct 2020 21:00:00 +0000",#59 アメリカ大統領選、本当の戦いは開票日に始まる？　トランプ氏の逆転シナリオ,,神田大介,"園田耕司,アメリカ総局",,,,Sachi
https://omny.fm/shows/asahi/60,"Sun, 18 Oct 2020 21:00:00 +0000",#60 「第二次南北戦争」はらむ米国　株価が隠す不都合な真実,,神田大介,"青山直篤,アメリカ総局",,,,Sachi
https://omny.fm/shows/asahi/61-blm,"Mon, 19 Oct 2020 21:00:00 +0000",#61 母が感謝した「大坂なおみのプラットフォーム」　BLMは終わらない,,神田大介,"藤原学思,ニューヨーク支局",,,,Sachi
https://omny.fm/shows/asahi/62,"Tue, 20 Oct 2020 21:00:00 +0000",#62 海外駐在員、コロナで悩む　ひょっとして私はいらない？,,神田大介,"野上英文,ジャカルタ支局",,,,Sachi
https://omny.fm/shows/asahi/63,"Wed, 21 Oct 2020 21:00:00 +0000",#63 ギガ足りず、子どもが密集　「パケット配布」始めた政府,,神田大介,"野上英文,ジャカルタ支局",,,,Sachi
https://omny.fm/shows/asahi/64,"Thu, 22 Oct 2020 21:00:00 +0000",#64 トランプ氏じゃない方の人　あなたは誰、ジョーおじさん,,神田大介,"大島隆,アメリカ総局",,,,Sachi
https://omny.fm/shows/asahi/65-3,"Sun, 25 Oct 2020 21:00:00 +0000",#65 女性3議員が菅首相と論戦！　きょうから始まる国会、見どころガイド,,神田大介,"秋山訓子,編集委員",,,,Sachi
https://omny.fm/shows/asahi/66-700,"Mon, 26 Oct 2020 21:00:00 +0000",#66 毎日700人がコロナで命を落とす　超大国アメリカの無残、なぜ,,神田大介,"香取啓介,アメリカ総局",,,,Sachi
https://omny.fm/shows/asahi/67,"Tue, 27 Oct 2020 21:00:00 +0000",#67 人事に見るスガウェイ3カ条　口説き文句「権力の中枢」,,神田大介,"秋山訓子,編集委員",,,,Sachi
https://omny.fm/shows/asahi/68-4,"Wed, 28 Oct 2020 21:00:00 +0000",#68 ハリウッド、大統領選の沈黙　4年前の雄弁さはどこへ？,,神田大介,"藤えりか,東京経済部",,,,Sachi
https://omny.fm/shows/asahi/69,"Thu, 29 Oct 2020 21:00:00 +0000",#69 菅首相、記者対応も異例だった　番長の朝ぼらけダッシュ,,神田大介,"秋山訓子,編集委員","楢崎貴史,政治部",,,Sachi
https://omny.fm/shows/asahi/70,"Fri, 30 Oct 2020 21:00:00 +0000",#70 ネットを炎上させる「極端な人」　その実態とは,,神田大介,"奥山晶二郎,withnews編集長","朽木誠一郎,withnews副編集長",,,Sachi
https://omny.fm/shows/asahi/71-4,"Sun, 01 Nov 2020 21:00:00 +0000",#71 取材の感じ、まるで4年前　本当にトランプ氏再選ない？,,神田大介,金成隆一,,,,Sachi
https://omny.fm/shows/asahi/014,"Mon, 02 Nov 2020 21:00:00 +0000",#72 大阪都構想、維新の誤算　公明支持層の過半数なぜ「反対」,,神田大介,"羽根和人,大阪社会部長",,,,Sachi
https://omny.fm/shows/asahi/015,"Tue, 03 Nov 2020 21:00:00 +0000",#73 もう東京を意識しない？　都構想否決、背景に大阪の「自信」,,神田大介,"羽根和人,大阪社会部長",,,,Sachi
https://omny.fm/shows/asahi/74,"Wed, 04 Nov 2020 21:00:00 +0000",#74 トルコ地震、記者が見た希望　真夜中の被災地に次々と…,,神田大介,"高野裕介,イスタンブール支局",,,,Sachi
https://omny.fm/shows/asahi/75-1,"Thu, 05 Nov 2020 21:00:00 +0000",#75 「バイデン圧勝シナリオ」崩壊　コロナはトランプ氏を追い詰め、生かした,,神田大介,"沢村亙,アメリカ総局長",,,,katsu-tun
https://omny.fm/shows/asahi/76-1,"Fri, 06 Nov 2020 21:00:00 +0000",#77 バイデン氏、アカデミー賞でややスベリ　レディー・ガガとの長い関係,,神田大介,"藤えりか,東京経済部",,,,katsu-tun
https://omny.fm/shows/asahi/77,"Sat, 07 Nov 2020 21:00:00 +0000",#76 ハリウッドは民主党支持？　実はトランプ氏とのつながりもあるんです,,神田大介,"藤えりか,東京経済部",,,,katsu-tun
https://omny.fm/shows/asahi/72,"Sun, 08 Nov 2020 21:00:00 +0000",#78 マスクの知識、コロナで退化？　危ういパフォーマンス化,,神田大介,"今直也,医療部","大西一成准,聖路加国際大学 教授",,,katsu-tun
https://omny.fm/shows/asahi/73,"Mon, 09 Nov 2020 21:00:00 +0000",#79 おしゃれマスクの功罪　問われているのは「お上意識」だった？,,神田大介,"今直也,医療部","大西一成准,聖路加国際大学 教授",,,katsu-tun
https://omny.fm/shows/asahi/76,"Tue, 10 Nov 2020 21:00:00 +0000",#80 キン肉マンとジブリから　著作物とファンのいい関係を考えた,,神田大介,"奥山晶二郎,withnews編集長","朽木誠一郎,withnews副編集長",,,katsu-tun
https://omny.fm/shows/asahi/81,"Wed, 11 Nov 2020 21:00:00 +0000",#81 セルビアでも活躍、浅野拓磨の素顔　肉声をたっぷりお届けします,,神田大介,"吉田純哉,スポーツ部",,,,katsu-tun
https://omny.fm/shows/asahi/82-1,"Thu, 12 Nov 2020 08:00:00 +0000",#82 「ポスト長友」まだ早い　長友佑都の意地と魂,,神田大介,"吉田純哉,スポーツ部",,,,katsu-tun
https://omny.fm/shows/asahi/83,"Thu, 12 Nov 2020 21:00:00 +0000",#83 エースナンバー「気にならなかった」　南野拓実の試行錯誤,,神田大介,"吉田純哉,スポーツ部",,,,katsu-tun
https://omny.fm/shows/asahi/84,"Fri, 13 Nov 2020 08:00:00 +0000",#84 久保建英「重圧まったくない」　大器が挑む代表初ゴール,,神田大介,"吉田純哉,スポーツ部",,,,katsu-tun
https://omny.fm/shows/asahi/82,"Fri, 13 Nov 2020 21:00:00 +0000",#85 街に広がる「コロナ謎対策」　ペーパータオルが使えない？,,神田大介,"奥山晶二郎,withnews編集長","朽木誠一郎,withnews副編集長",,,katsu-tun
https://omny.fm/shows/asahi/86,"Sat, 14 Nov 2020 21:00:00 +0000",#86 「タケは前向ける」「やりやすかった」　南野と久保が振り返るパナマ戦,,神田大介,"吉田純哉,スポーツ部",,,,katsu-tun
https://omny.fm/shows/asahi/013-ss1650,"Sun, 15 Nov 2020 21:00:00 +0000",#87 動物園で生まれ、でも私たちの食卓へ？　「余剰動物」たちの悲劇,,神田大介,"太田匡彦,特別報道部",,,,いーむ（em_em000）
https://omny.fm/shows/asahi/7b30bdd2-61f5-4531-a0da-ac7000b44170,"Mon, 16 Nov 2020 21:00:00 +0000",#88 動物園はノアの箱舟か　選別される命、人間のエゴ,,神田大介,"太田匡彦,特別報道部",,,,いーむ（em_em000）
https://omny.fm/shows/asahi/013-zoo-ss1356,"Tue, 17 Nov 2020 21:00:00 +0000",#89 そのペット、本当に飼える？　コロナでバブル、あおるメディア,,神田大介,"太田匡彦,特別報道部",,,,いーむ（em_em000）
https://omny.fm/shows/asahi/90,"Wed, 18 Nov 2020 21:00:00 +0000",#90 よみがえる2年前の悪夢　吉田と原口が振り返るメキシコ戦,,神田大介,"潮智史,編集委員",,,,いーむ（em_em000）
https://omny.fm/shows/asahi/91,"Thu, 19 Nov 2020 21:00:00 +0000",#91 トランプ氏の支持者たちは今、何を思うのか　ラストベルトで聞いた,,神田大介,"金成隆一,記者",,,,いーむ（em_em000）
https://omny.fm/shows/asahi/92,"Fri, 20 Nov 2020 21:00:00 +0000",#92 壁があるなら壊そうぜ　トランプ支持者との向き合い方を考えた,,神田大介,"金成隆一,記者",,,,いーむ（em_em000）
https://omny.fm/shows/asahi/93-google-vs,"Sat, 21 Nov 2020 21:00:00 +0000",#93 Google vs アメリカ司法省　舞台は「ホーム画面」だった,,神田大介,"奥山晶二郎,withnews編集長",,,,神田大介
https://omny.fm/shows/asahi/93,"Sun, 22 Nov 2020 21:00:00 +0000",#94 コロナ逆境、チャンスに変える　サッカーの現場から見えること,,神田大介,"潮智史,編集委員",,,,いーむ（em_em000）
https://omny.fm/shows/asahi/95,"Mon, 23 Nov 2020 21:00:00 +0000",#95 コロナ制するオーストラリア　水際厳戒、自国民の帰国さえ制限,,神田大介,"小暮哲夫,シドニー支局長",,,,神田大介
https://omny.fm/shows/asahi/96-2-7-1-8000,"Tue, 24 Nov 2020 21:00:00 +0000",#96 GoToなんてとんでもない？　厳しい豪州の制限、でも国民は満足,,神田大介,"小暮哲夫,シドニー支局長",,,,神田大介
https://omny.fm/shows/asahi/97,"Wed, 25 Nov 2020 21:00:00 +0000",#97 冬が来る、コロナどうする　ニュージーランドは打ち勝った,,神田大介,"小暮哲夫,シドニー支局長",,,,神田大介
https://omny.fm/shows/asahi/98,"Thu, 26 Nov 2020 21:00:00 +0000",#98 父親のモヤモヤ　育児や家事の分担、仕事とのバランスどうする？,,神田大介,"高橋健次郎,文化くらし報道部","河原夏季,withnews編集部",,,いーむ（em_em000）
https://omny.fm/shows/asahi/99,"Fri, 27 Nov 2020 21:00:00 +0000",#99 「パパ友」どうしてできにくい？　モヤモヤ、もっと話そうよ,,神田大介,"高橋健次郎,文化くらし報道部","河原夏季,withnews編集部",,,いーむ（em_em000）
https://omny.fm/shows/asahi/100,"Sat, 28 Nov 2020 21:00:00 +0000",#100 大事なのは、商品名より価値観　ネット広告の新潮流,,神田大介,"奥山晶二郎,withnews編集長",,,,神田大介
https://omny.fm/shows/asahi/101-024,"Sun, 29 Nov 2020 21:00:00 +0000",#101 ナゴルノ・カラバフで何が起きた　現地入りした記者に聞く,,神田大介,"国末憲人,ヨーロッパ総局長",,,,神田大介
https://omny.fm/shows/asahi/102,"Mon, 30 Nov 2020 21:00:00 +0000",#102 迫るトルコ、ほくそ笑むロシア、不在のアメリカ　コーカサスから見える世界,,神田大介,"国末憲人,ヨーロッパ総局長",,,,神田大介
https://omny.fm/shows/asahi/103,"Tue, 01 Dec 2020 21:00:00 +0000",#103 ススキノ、小学校、老人ホーム…　コロナが追い詰める北海道,,神田大介,"松尾一郎,北海道報道センター",,,,神田大介
https://omny.fm/shows/asahi/104,"Wed, 02 Dec 2020 21:00:00 +0000",#104 知事公用車、センチュリーじゃなきゃダメ？　全国で調べてみた,,神田大介,"滝坪潤一,神戸総局",,,,神田大介
https://omny.fm/shows/asahi/105,"Thu, 03 Dec 2020 21:00:00 +0000",#105 無駄遣い、だけじゃない　「センチュリー知事」にモヤる理由,,神田大介,"滝坪潤一,神戸総局","武田遼,神戸総局",,,神田大介
https://omny.fm/shows/asahi/012-1125,"Fri, 04 Dec 2020 21:00:00 +0000",#106 監督は女性、しかも日系人　ハリウッドでいま起きている変化,,神田大介,"藤えりか,東京経済部",,,,神田大介
https://omny.fm/shows/asahi/022-1,"Sat, 05 Dec 2020 21:00:00 +0000",#107 メディアはもはや勝てっこない？　小沢健二さんの筒美京平さん追悼文,,神田大介,"奥山晶二郎,withnews編集長",,,,神田大介
https://omny.fm/shows/asahi/022,"Sun, 06 Dec 2020 21:00:00 +0000",#108 無料広告モデルは限界なのか　バズフィードがハフポスト買収の衝撃,,神田大介,"朽木誠一郎,withnews副編集長",,,,神田大介
https://omny.fm/shows/asahi/109,"Mon, 07 Dec 2020 21:00:00 +0000",#109 生命の起源、わかるかも？　「はやぶさ２」のスゴさ解説,,神田大介,"東山正宜,科学医療部",,,,いーむ（em_em000）
https://omny.fm/shows/asahi/110-ubereats,"Tue, 08 Dec 2020 21:00:00 +0000",#110 「ギグワーカー」と報酬保証　UberEatsと競う新規参入組,,神田大介,"藤えりか,東京経済部",,,,神田大介
https://omny.fm/shows/asahi/111,"Wed, 09 Dec 2020 21:00:00 +0000",#111 政局化する「選択的夫婦別姓」　自民党内で押し合いへし合い,,神田大介,"秋山訓子,編集委員",,,,神田大介
https://omny.fm/shows/asahi/112,"Thu, 10 Dec 2020 21:00:00 +0000",#112 別姓議論、ちらつくあの人の影　そういえば「桜を見る会」でも…,,神田大介,"秋山訓子,編集委員",,,,神田大介
https://omny.fm/shows/asahi/113-cakes,"Fri, 11 Dec 2020 21:00:00 +0000",#113 cakes問題の深淵を考える　メディアとプラットフォームの違い,,神田大介,"奥山晶二郎,withnews編集長",,,,神田大介
https://omny.fm/shows/asahi/3,"Sat, 12 Dec 2020 21:00:00 +0000",性被害に遭った小3のあの日　家族でケーキを囲むまで,,神田大介,"大久保真紀,編集委員",,,,神田大介
https://omny.fm/shows/asahi/115-vs,"Sun, 13 Dec 2020 21:00:00 +0000",#114 深夜に突然、警官がきて…　「過去最悪」の中国VS豪州,,神田大介,"小暮哲夫,シドニー支局長",,,,神田大介
https://omny.fm/shows/asahi/116,"Mon, 14 Dec 2020 21:00:00 +0000",#115 中国系富豪から豪政党に献金　関係悪化には伏線があった,,神田大介,"小暮哲夫,シドニー支局長",,,,神田大介
https://omny.fm/shows/asahi/116-1,"Tue, 15 Dec 2020 21:00:00 +0000",#116 パリで見た「ありえない光景」　コロナが落とす暗い影,,神田大介,"疋田多揚,パリ支局",,,,神田大介
https://omny.fm/shows/asahi/117,"Wed, 16 Dec 2020 21:00:00 +0000",#117 「コロナ専門病院」で医師ら相次ぎ退職　その意外な理由,,神田大介,"山中由睦,大阪社会部",,,,いーむ（em_em000）
https://omny.fm/shows/asahi/118,"Thu, 17 Dec 2020 21:00:00 +0000",#118 公文書「トップの決定なのでない」　十三市民病院はなぜコロナ専門になった,,神田大介,"山中由睦,大阪社会部",,,,いーむ（em_em000）
